parallax,spect_type  ,vmag ,bv_color
2.23,F2V         ,9.34,0.4
3.51,K0III       ,8.46,1.023
5.89,F0IV        ,8.4,0.305
3.54,K3III       ,6.99,1.351
3.15,A7V         ,7.65,0.3
3.71,K1/K2III    ,8.79,1.266
0.58,K0III+...   ,8.66,0.854
7.19,G2V         ,9.3,0.667
1.09,M0III       ,8.56,1.669
8.79,F5V         ,9.28,0.489
16.15,F8/G0V      ,7.17,0.587
1.73,B7IV        ,6.88,0.204
9.23,F6V         ,7.82,0.556
1.71,F2II        ,8.95,0.579
2.62,K2III       ,8.47,1.356
1.24,M4III       ,7.83,1.599
3.42,G8III       ,9.01,1.169
-4.67,            ,12.45,        
18.24,M:          ,11.6,1.13
2.07,A1V         ,8.24,0.12
3.15,K2III       ,8.53,1.378
0.98,G6III       ,8.69,0.8
2.12,K0III       ,8.64,1.158
14.65,G5V         ,8.66,0.678
5.04,F6IV/V      ,8.44,0.556
3.8,F6/F7IV     ,9.81,0.497
8.4,F3V         ,8.47,0.382
0.04,            ,11.86,-0.035
2.22,K2IIICN...  ,7.78,1.251
6.32,F2V         ,8.98,0.39
3.53,M1III       ,6.94,1.61
2.26,G8/K0III    ,7.46,1.079
5.72,F3IV        ,8.58,0.404
3.4,K2III       ,8.5,1.31
3.17,B9Vn        ,9.05,0.465
1.87,K4III       ,7.56,1.53
8.67,A8III       ,6.64,0.212
2.81,K3IIICN...  ,6.86,1.448
6.36,A9IV        ,8.35,0.354
4.74,A0V         ,8.23,0.093
1.36,B5V         ,8.42,-0.076
2.94,A0V         ,8.29,0.068
2.9,K0III       ,9.09,1.187
7.72,G5          ,9.59,0.525
0.38,G8III       ,9.32,1
14.13,G5V         ,9.25,0.667
4.36,K2III       ,8.9,1.133
4.42,A0V         ,7.99,0.039
3.84,K1II/III    ,8.03,1.03
3.6,G6III       ,8.62,0.992
-0.36,Fp          ,11.4,        
1.81,Gp          ,12.02,        
4.7,A4III       ,8.56,0.241
6.99,F3IV/V      ,8.63,0.408
2.73,K2III       ,9.11,1.341
6.69,F3V         ,8.5,0.447
5.18,G5          ,10.9,0.64
2.32,K0III       ,8.8,1.147
27.72,K3V         ,9.56,0.952
11.22,G3V         ,8.98,0.638
10.75,            ,12.01,1.21
1.55,K2III+...   ,8.24,1.145
6.03,A6V         ,7.93,0.243
5.13,F6V         ,9.33,0.539
12.62,F0/F2V      ,7.33,0.402
4.06,G8III       ,8.89,0.985
3.12,M2/M3III    ,5.79,1.717
3.3,G8/K0III    ,8.05,1.048
2.21,A3IV/V      ,8.89,0.431
20.75,G6V         ,8.7,0.746
7.25,B8/B9V      ,6.76,-0.027
7.18,G2IV/V      ,9.71,0.582
2.47,B9.5V       ,8.53,0.017
3.02,K0III       ,9.51,1.064
8.64,G8IV/V      ,9.26,0.788
7.83,F6V         ,8.89,0.464
26.47,WN...       ,6.69,0.584
0.91,K4III       ,6.96,1.572
0.45,Gp...       ,11.2,0.831
14.28,G3IV        ,8.05,0.671
2.11,B8V         ,9.1,0.013
3.7,M5III       ,8.45,1.345
5.11,A1V         ,8.97,0.167
4.55,F0V         ,8.79,0.415
24.48,F5V         ,5.86,0.464
3.1,F5          ,9.15,0.456
5.07,F6/F7V      ,9.96,0.535
6.22,K0III       ,7.36,1.115
2.03,K0III       ,10.66,0.98
2.48,G5III+...   ,8.15,0.91
3.16,K1/K2III    ,8.94,1.287
4.11,F2V         ,9.87,0.503
-0.13,            ,10.65,1.279
3.08,K1III       ,8.92,1.122
10.26,K0III       ,5.99,1.088
2.72,K3/K4III:   ,8.8,1.669
2.18,K2III       ,8.9,1.32
1.87,B4III       ,8.09,-0.015
2.54,B4V         ,7.46,0.005
15.25,F0V         ,6.88,0.378
3.64,B9Vn...     ,6.93,-0.082
4.39,B8V         ,6.61,-0.038
2.49,K1III       ,9.42,1.147
13.86,G6V         ,9.3,0.761
0.97,G6III       ,8.61,0.927
2.52,B8/B9III/IV ,7,-0.001
3.08,K1III       ,8.22,1.101
4.67,A2IVs       ,7.81,0.172
2.5,B8/B9III    ,7.6,-0.037
3.3,B8V         ,8.11,0.087
3.74,K2/K3IIICN. ,8.9,1.288
3.55,K3/K4III    ,8.68,1.493
15.73,G1V         ,8.25,0.592
2.02,K1/K2III    ,9.35,1.236
9.09,A6V         ,6.49,0.15
3.44,Gp          ,11.41,        
5.37,K3III       ,6.18,1.419
2.62,B9V         ,7.7,0.026
14.29,G5V         ,9.45,0.714
2.97,A4m...      ,9.07,0.325
1.84,K0III       ,9.4,1.1
5.75,A1V         ,8.6,0.109
2.33,B9.5Vn      ,8.6,0.065
2.97,M2III       ,6.55,1.838
3.35,A0V         ,7.68,0.049
3.34,K1III       ,7.8,1.157
4.21,A4IV/V      ,8.16,0.191
3.8,G6III       ,8.69,1.041
6.66,A7IV        ,8.31,0.265
3.12,K3III       ,7.65,1.405
27.25,G6V         ,8.1,0.718
5.77,F7V         ,9.08,0.611
3.77,G6III       ,8.12,0.989
17.48,G3V         ,8.13,0.667
1.31,B5V         ,8.66,0.051
-2.75,B1III       ,10.21,-0.136
4.08,Ap...       ,7.35,0.143
6.66,F3V         ,8.89,0.374
3.04,B9V         ,8.49,0.142
14.93,A6III       ,6.68,0.236
2.34,sdF5        ,10.84,0.38
6.57,Fp          ,12.42,        
9.43,F5IV        ,9.4,0.551
7.97,A4/A5V      ,6.77,0.161
3.27,K0IV/VCN... ,8.59,1.086
-1.07,K5III       ,10.05,1.57
2.08,K0II        ,7.51,0.997
15.39,F6V         ,7.25,0.495
6.2,F7V         ,8.69,0.517
2.51,M1III       ,8.88,1.691
3.65,A1V         ,8.94,0.067
3.24,A0Ia:       ,11.18,0.117
1.7,K2III       ,8.21,1.268
5.94,F5V         ,9.02,0.553
0.33,K1III       ,9.17,1.352
1.69,B3Ia:       ,11.04,-0.015
5.62,K0III       ,7.4,0.99
1.47,K2/K3III    ,8.71,1.259
2.55,G6II/IIICN. ,8.65,1.031
19.07,            ,10.79,1.13
4.93,Ap...       ,8.17,0.343
4.44,B8IV        ,5.64,-0.04
0.71,Gp          ,11.33,        
6.06,F7/F8V      ,9.18,0.635
15.45,G3V         ,8.32,0.679
25.1,G5IV/V      ,7.43,0.696
4.28,A0IV/V      ,8.6,0.097
13.01,F7/F8V      ,8.04,0.53
0.73,B0III       ,10.69,-0.077
10.3,G0V         ,9.15,0.51
1.89,M4III       ,8.45,1.632
        ,G0/G1IV/V   ,11.14,        
2.89,B9III       ,6.72,-0.069
2.66,G6III/IV    ,9.23,0.909
9.3,K0III       ,8.54,0.89
2.79,K0III       ,8.88,1.143
3.42,K1III       ,8.85,1.071
8.06,F8V         ,9.59,0.667
9.16,A0/A1IV/V   ,5.28,0.014
4.59,F6          ,10.41,0.506
4.36,A3mA5-A7    ,7.84,0.262
2.36,K1III       ,8.48,1.092
5.69,A0V         ,7.34,0.037
3.2,B1npe       ,5.4,-0.146
2.05,K2IIICN...  ,8.1,1.24
6.44,F8/G0V      ,9.71,0.617
-0.23,M4e         ,10.37,1.5
2.78,A2/A3V      ,9.68,0.235
0.52,A1IV/V      ,9.71,0.101
8.89,F6V         ,8.39,0.516
0.92,A8III       ,9.66,0.367
3.72,A2V         ,9.25,0.243
0.75,K5III       ,7.98,1.663
8.55,G8III       ,6.11,0.946
7.61,A5m...      ,7.84,0.342
0.14,K1IIIp      ,9.11,1.118
11.81,A1m...      ,7.04,0.267
3.13,K2III       ,8.44,1.173
-1.3,A0Ia0       ,10.21,0.138
3.52,A3mA5-F0    ,8.85,0.406
4.17,B8V         ,7.11,0.044
6.18,G3IV        ,9.09,0.648
10.32,G2V         ,9.22,0.622
1.45,M3II/III    ,8.35,1.689
3,G6/G8III    ,8.98,1.079
1.31,M0III       ,7.7,1.613
4.2,A3V         ,9.22,0.192
2.16,G8III       ,8.94,0.939
9.12,G0V         ,8.89,0.645
14.54,F5/F6V      ,8.04,0.488
9.53,A1V         ,6.87,0.043
7.43,F6V         ,9.04,0.537
1.56,M2III       ,7.85,1.748
4.36,A4V         ,8.96,0.235
3.69,A6V         ,8.66,0.303
5.42,A5V         ,8.19,0.37
1.89,K2III       ,7.45,1.223
1.49,B9.5III     ,8.78,0.066
9.39,A2V         ,7.04,0.082
6.06,F0IV        ,9.01,0.362
1.78,B8V         ,9.09,-0.015
12.22,G5V         ,8.95,0.655
7.97,A3III       ,6.33,0.128
20.4,G5V         ,8.1,0.735
0.02,K0          ,9.8,1.107
0.85,B8V         ,9.36,0.021
0.77,M0          ,11.53,1.63
15.06,F3/F5IV+... ,6.66,0.372
3.27,G5III       ,7.84,0.896
3.38,K4/K5III    ,4.94,1.677
2.8,G8III/IV    ,8.58,0.968
5.27,G8III       ,6.8,0.919
2.93,G8IV        ,8.96,0.915
-3.56,Gp          ,12.2,        
-3.11,A1m...      ,9.57,0.127
6.75,F0IV        ,8.59,0.443
10.19,G5III       ,5.59,0.82
2.66,K4/K5III    ,8.95,1.547
8.29,F2V         ,9.01,0.411
18.29,            ,10.52,0.876
9.08,F7V         ,9.15,0.59
5.02,A0V         ,8.68,0.068
2.54,K1III       ,8.2,1.17
4.24,F5IV        ,9.63,0.455
53.38,G3IV        ,5.67,0.59
3.07,K1III       ,8.63,1.129
2.65,G8III       ,9.02,1.035
3.02,M3III       ,6.61,1.725
15.79,F5V         ,7.79,0.495
-0.71,K3III       ,8.71,        
6.21,K1IIICN...  ,8.43,1.331
14.61,F8V         ,8.5,0.561
2.6,A0V         ,8.75,0.067
5.53,K0III       ,7.72,1.129
2.69,K1II        ,6.96,1.385
0.97,K2/K3III    ,8.5,1.349
7.26,F0          ,8.98,0.409
7.52,F5V         ,8.61,0.493
2.42,B7Vn        ,7.96,-0.078
4.93,G5III       ,10.83,0.97
12.73,A9IV        ,7.12,0.303
-1.17,Ap...       ,9.5,-0.076
7.58,A1m...      ,6.87,0.114
13.33,F6+...      ,8.22,0.612
5.09,K0III       ,9.12,1.367
7.76,G8III       ,6.36,0.96
9.46,G0IV        ,8.34,0.583
0.62,A0Ia:       ,10.95,0.134
13.82,G5/G6V:     ,9.97,0.709
4.01,K2IIICN...  ,8.4,1.249
7.65,F8/G0V      ,9.5,0.646
5.16,K0III/IV    ,8.69,0.983
7.84,F6/F7IV     ,7.82,0.501
17.65,G5V         ,8.91,0.676
12.87,A7/A8III/IV ,7.05,0.24
3.51,G8/K0II     ,6.95,1.096
4.51,F5          ,9.23,0.456
0.82,B9IV/V      ,8.12,-0.015
1.38,K0III       ,9.41,1.124
4.12,K4III       ,5.46,1.556
1.97,B9IV        ,8.32,0.13
4.38,F0IV        ,8.95,0.364
7.77,G0V         ,9.18,0.609
3.3,G8/K0III    ,8.84,0.992
3.37,K0III       ,8.44,1.096
2.83,K0III       ,8.19,1.05
2.52,B8/B9V      ,7.95,0.003
2.71,K0III       ,9.02,1.084
9.03,G1V         ,8.7,0.592
2.91,K0III       ,8.45,1.094
4.98,B9V         ,8.44,0.282
9.58,G3/G5V      ,9.23,0.693
0.84,K0/K1III    ,9.44,1.195
3.9,K1III       ,8.74,1.086
3.43,B9V         ,6.58,0.012
1.54,G8II        ,8.36,1.314
7.7,A0V         ,6.26,0.01
4.42,A4/A5IV     ,8.11,0.218
3.24,K0III       ,8.4,1.04
5.22,G8III       ,7.21,1
22.53,G8V         ,8.59,0.769
-0.74,Gp...       ,10.31,0.87
4.01,K2/K3III    ,7.36,1.322
2.44,G5III       ,7.89,0.864
1.23,G6III       ,7.64,0.934
14.37,F8V         ,8.12,0.553
7.48,A2m...      ,7.64,0.166
4.95,F3/F5V      ,9.17,0.428
9.55,K1III       ,5.88,1.078
5.55,G8/K0III    ,8.42,1.048
4.43,B9.5IV/V    ,6.04,0.033
9.1,G0V         ,7.92,0.635
2.26,B9IV        ,7.8,0.081
9.26,A6IV        ,7.08,0.273
3.91,K0III       ,7.95,1.05
2.03,M1/M2III:   ,9.04,1.815
4.71,K3III       ,6.57,1.411
62.66,M           ,11.36,1.6
5.55,G8III       ,8.47,0.927
2.89,A2m...      ,8.97,0.255
2.66,Ap...       ,9.77,0.77
2.91,B9V         ,8.3,0.013
3.61,G0          ,8.81,0.608
6.71,A0V         ,6.46,0.004
1.99,K2III       ,8.45,1.275
8.3,A4V         ,7.95,0.278
7.06,Ap...       ,8.52,0.304
7.46,F7V         ,9.32,0.518
11.9,F3V         ,8.54,0.44
3.98,Fp          ,11.46,        
2.42,K0III       ,8.12,1.111
30.73,A0V         ,3.97,-0.032
14.46,F7V         ,8.6,0.579
10.92,F2V         ,7.33,0.444
1.49,Gp          ,11.36,0.84
11.45,G2V         ,8.11,0.651
0.98,K5III       ,8.25,1.616
4.64,A8V         ,9.27,0.357
7.8,F3V         ,8.21,0.436
-0.92,K4III       ,8.69,1.504
1.55,K2III       ,8.82,1.306
8.13,F5IV        ,7.81,0.458
12.59,F7V         ,8.07,0.539
2.54,A2m...      ,9.31,0.323
7.67,K1IV        ,6.53,1.161
3.37,B7/B8II/III ,7.31,-0.07
5.46,A3V         ,8.73,0.262
4.78,A3V         ,8.33,0.094
9.57,F8V         ,8.37,0.527
5.18,A5IV        ,8.65,0.289
3.25,K2III       ,8.77,1.259
3.56,F3Vp...     ,9.76,0.468
11.11,K0V         ,11.03,0.76
7.68,F6IV/V      ,7.43,0.515
6.75,F6V         ,9.27,0.494
7.41,G8/K0III    ,7.69,0.908
15.01,F5V         ,6.84,0.489
4.17,Gp          ,11.56,        
4.1,G8III       ,7.86,0.926
1.59,B9V         ,8.77,0.039
4.45,K0II/III    ,6.93,1.034
10.99,G3/G5V      ,9.16,0.687
2.54,A2m...      ,8.47,0.233
5.34,A1V         ,8.44,0.096
4,A1V         ,8.02,0.043
0.91,G1IV/V      ,8.93,0.758
-0.94,F8IV        ,8.83,0.894
2.95,K0III       ,8.04,1.092
13.67,G8V         ,9.34,0.835
10.84,F6V         ,7.31,0.463
3.09,A2Vn...     ,9.15,0.144
2.02,K3III       ,7.76,1.483
14.3,F5V         ,7.85,0.448
7.29,K3III       ,7.54,1.211
3.16,G8III       ,9.32,0.975
8.38,G0/G1V      ,9.61,0.552
3.84,B8/B9III    ,6.02,-0.002
5.51,A3m...      ,7.32,0.237
3.25,K0III       ,8.73,1.09
3.89,G6III       ,8.19,0.982
9.78,A9/F0IV     ,7.45,0.332
3.76,G5          ,10.59,0.73
6.86,F2V         ,8.44,0.409
2.69,K0III       ,8.9,1.15
11.1,K0          ,10.15,0.741
2.07,B8V         ,8.62,-0.043
6.77,A6IV/V      ,7,0.214
87.72,K3V         ,7.09,0.989
3.36,B9psh       ,8.07,-0.014
1.05,B1Ib        ,7.64,-0.041
5.7,K1III       ,6.72,1.145
8.45,K0III       ,6.54,1.073
2.48,K4III       ,8.39,1.393
3.99,A2V         ,9.06,0.115
12.83,G5V         ,9.64,1.118
1.54,G8III       ,8.1,0.969
44.31,K4V         ,8.84,1.045
10.2,F6V         ,9.36,0.513
1.91,            ,11.06,0.564
3.3,F2IV        ,7.62,0.359
11.84,G8IV        ,8.09,0.778
2.43,K2/K3III:   ,8.67,1.46
2.89,A2V         ,7.7,0.121
8.82,F2IV        ,7.86,0.38
9.21,F6IV/V      ,8.28,0.521
0.18,G8/K0III    ,9.22,1.128
1.3,A2V         ,8.75,0.136
1.41,K3III       ,8.76,1.509
13.77,F5V         ,8.27,0.459
3.93,F0V         ,9.6,0.36
10.25,G8III       ,8.2,0.845
7.72,F3III/IV    ,7.83,0.399
1.17,K1III       ,9.1,1.14
2.4,G8w...      ,9.21,0.955
11.4,            ,11.1,0.79
1.37,K0III       ,8.62,1.239
3.45,G8III+...   ,7.71,0.8
-1.66,B6Ia        ,10.84,0.045
-0.05,B2III:      ,9.55,0.094
2.82,B9V         ,7.95,-0.035
12.7,F7V         ,7.91,0.532
2.21,G6III       ,8.72,0.965
13.3,G5IV/V      ,9.62,0.66
3.82,B9V         ,7.79,0.01
2.54,            ,10.77,0.411
9.78,A0V         ,6.21,-0.006
3.72,Kp...       ,8.51,1.237
4.25,K1II        ,7.03,1.158
24.36,K0III       ,3.93,1.033
0.36,G8III       ,8.55,1.093
10.83,A0V         ,6.61,-0.001
7.18,F6II-III    ,4.47,0.607
4.86,G8III       ,7.32,0.911
15.93,F3V         ,7.07,0.428
4.47,A3V         ,9.03,0.168
0.94,K2III       ,7.8,1.301
3.37,G6III       ,8.64,1.045
5.47,K0III       ,8.13,1.143
10.39,            ,11.41,0.77
10.39,F6V         ,8.12,0.506
0.29,K3III       ,9.04,1.447
6.5,F6/F7V      ,9.47,0.505
-2.2,            ,11.85,0.518
8.56,F3/F5V      ,7.97,0.412
8.76,F0/F2III    ,8.03,0.402
2.06,K2III       ,8.06,1.243
21.06,G0V         ,8.01,0.563
1.03,A3m...      ,6.1,0.185
0.82,K4III       ,8.57,1.533
1.1,M1III       ,8.59,1.675
8.35,K1III       ,6.18,1.087
2.27,B6V         ,8.1,0.026
0.19,B2.5Iab:    ,10.96,-0.049
3.38,A0III/IV    ,7.22,-0.004
6.6,F3V         ,8.33,0.451
3.19,B9.5V       ,8.92,0.028
5.84,F5IV/V      ,8.65,0.619
22.11,K0IV/V      ,9.1,0.9
13.9,G5V         ,9.77,0.63
5.61,A2V         ,7.95,0.179
7.84,G6IV        ,9.22,0.7
4.79,F5          ,10.96,0.52
5.24,A3m...      ,7.96,0.234
24.08,A4III       ,5.39,0.234
0.33,M1III       ,8.77,1.603
3.6,G6/G8III    ,9,1.034
3.08,G8II/III    ,8.4,0.954
4.06,G8III       ,8.99,1.005
1.52,K2/K3III:   ,8.73,1.31
2.12,K2III       ,9.15,1.287
2.32,K2/K3II     ,7.78,1.353
4.3,B3V         ,6.09,0.101
5.28,G6/G8III    ,8.26,0.994
2.84,K2/K3III    ,7.58,1.418
2.36,K0III       ,8.43,1.127
3.31,K1/K2III    ,9.33,1.167
1.1,B2V         ,7.72,-0.036
-1.88,B8Iab:e     ,10.27,0.099
2.33,K3III       ,6.58,1.404
7.36,F8/G0V      ,9.23,0.564
3.84,G8III       ,9.1,0.857
6.51,F3V         ,9.22,0.614
13.08,G3IV/V      ,8.14,0.695
3.6,B9.5IV/V    ,8.11,0.184
3.27,F5IV/V      ,9.02,0.491
4.64,A2V         ,8.78,0.207
24.15,K1V         ,9.23,0.838
3.47,B8Vn        ,7.11,0.051
19.92,G2V         ,7.87,0.616
1.47,B8V         ,8.89,-0.006
31.29,F6V         ,6.26,0.51
14.99,G3V         ,9.02,0.696
8.75,G5/G6IV/V   ,10.07,0.726
1.57,G5          ,9.23,1.047
6.88,F3V         ,9.36,0.422
1.39,B9IV        ,8.81,0.032
15.3,G1V         ,8.4,0.599
13.27,G1V         ,8.91,0.599
4.81,G1V         ,9.3,0.576
0.12,G8III       ,8.66,1.164
2.9,Ap Si       ,7.76,-0.056
2.8,K0IIICN...  ,8.2,1.054
6.33,K2III       ,9.18,1.218
-11.74,            ,11.65,        
21.26,K2V:        ,9.86,0.864
3.69,B8V         ,7.82,-0.079
30.74,F8V         ,6.28,0.521
2.87,F7/F8V      ,9.85,0.561
2.77,F3/F5II     ,8.26,0.473
5.19,K0III       ,8.3,1.129
11.31,K1IIICNII   ,5.7,1.169
9.45,F3/F5IV     ,7.54,0.485
1.23,M3/M4III    ,8.01,1.664
1.67,G5III       ,8.52,1.082
3.82,F7V         ,9.35,0.544
9.38,F6V         ,8.43,0.553
3.58,Ap...       ,8.97,0.205
6.48,F8...       ,9.14,0.582
-3.55,B5          ,11.48,0.069
1.86,B9V         ,9.22,0.066
12.74,F6V         ,8.1,0.491
2.07,B9IV        ,8.07,0.323
3.97,F3V         ,8.75,0.563
11.15,A3V         ,7.03,0.193
4.11,K2III       ,8.47,1.187
42.78,K5V         ,8.4,1.058
1.37,B8/B9IV     ,8.45,0.038
17,F8V         ,6.84,0.568
4.47,F0III       ,8.77,0.403
2.3,K0/K1III    ,9.25,0.999
8.86,A3m...      ,8.03,0.165
2.71,K0IV        ,9.05,0.958
4.2,A0V         ,9.36,0.089
5.25,A6III       ,7.52,0.224
11.15,G6V         ,9.87,0.711
10.1,F5V         ,8.38,0.478
3.9,Ap...       ,7.8,0.144
9.01,F5V:w...    ,8.61,0.424
2.23,K0III       ,8.98,1.326
23.21,G8V         ,8.39,0.771
2.8,K0/K1III    ,9.12,1.267
12.57,F7IV/V      ,7.59,0.496
8.18,F2V         ,8.55,0.401
7.8,K0III       ,7.44,0.984
7.44,F2IV        ,8.34,0.446
1.86,K3III       ,8.23,1.359
1.85,G8IV+...    ,8.91,1.096
1.13,B2Vn        ,6.73,-0.059
6.43,G8III       ,6.53,0.8
4.38,A0IV        ,7.38,0.06
2.25,G6/G8III    ,8.77,1.082
-6.63,A0Ia        ,11.42,0.041
4.05,F2/F3II/III ,8.24,0.38
-6.63,            ,13.27,        
12.52,G3V         ,9.27,0.5
1.75,K0III       ,8.45,1.025
4.99,A9V         ,8.51,0.295
1.85,G5          ,8.9,1.018
12.48,F6V         ,8.37,0.501
8.01,F6V         ,8.85,0.518
10.7,F6V         ,8.6,0.532
0.75,K4III       ,7.95,1.555
5.5,A4m...      ,8.09,0.409
0.43,K3III       ,8.94,1.422
3.69,B2IV-V      ,5.55,0.017
5.21,G5          ,9.42,0.469
34.6,A3V: + F9V  ,5.28,0.66
5.95,K0III/IV    ,8.47,0.956
4.06,B5V         ,6.78,0.017
4.15,F0/F2IV     ,9.53,0.562
0.7,K3III       ,8.6,1.462
6.26,F2V         ,9.43,0.432
1.28,A0V         ,9.11,0.1
2.57,B9IIIp...   ,8.84,-0.064
12.64,            ,11.09,        
7.62,F8V         ,8.79,0.546
22.67,F8V...      ,6.51,0.472
3.96,A0m...      ,8.13,0.14
1.79,K3III       ,7.99,1.624
1.09,G5IIICNvar  ,8.74,0.994
3.28,Ap...       ,8,0.105
5.32,F2III       ,8.32,0.478
2.06,K5          ,9.04,1.504
15.1,G6/G8V:     ,9.59,        
13.01,F6V         ,7.48,0.534
8.87,G5IV        ,8.01,0.792
3.05,B9V         ,6.54,0.01
5.86,G3III       ,7.23,0.853
7.7,F2          ,8.82,0.413
1.04,G6III       ,8.99,0.957
2.33,K0III       ,8.84,0.98
2.83,K2III       ,8.7,1.225
1.77,A0/A1V      ,8.84,0.024
4.67,G8III       ,5.93,1.115
5.32,Kp          ,11.1,        
2.84,K0III       ,8.1,1.061
3.39,F7V         ,8.8,0.531
2.05,B8V         ,8.93,0.114
15.07,G5V         ,9.46,0.689
5.04,F7V         ,9.48,0.579
4.36,B8V         ,6.92,-0.014
1.44,M0III       ,8.5,1.715
23.86,G0V         ,6.88,0.541
3.75,A1V         ,8.57,0.092
7.62,K0IV        ,9.03,0.903
3.61,B8/B9V      ,7.39,0
1.8,K0III       ,8.66,1.009
3.05,M0III       ,7.77,1.663
4.37,B6V         ,6.06,0.049
14.82,F7V         ,8.8,0.53
2.24,K3III       ,7.26,1.405
4.02,G2V         ,9.62,0.567
2.2,K3III       ,8.68,1.377
6.17,A0V         ,8.45,0.089
10.07,B5V         ,3.84,-0.157
4.67,A0V         ,7.76,0.065
3.48,M4III       ,6.96,1.578
4.37,A0V         ,8.78,0.141
0.32,B8/B9V      ,8.94,-0.027
2.26,G8III       ,7.77,0.972
9.11,G3V         ,9.12,0.649
2.91,K3III       ,7.58,1.281
62,M2Ve        ,9.53,1.42
9.74,F0IV        ,8.18,0.375
6.35,F0V         ,9.78,0.46
1.89,A9/F0IV/V   ,9.26,0.333
        ,Ne...       ,8.88,        
0.89,K4III       ,8.48,1.54
5.79,B8/9Vp:     ,8.57,0.033
6.2,A3III       ,6.88,0.211
1.96,K3III       ,8.86,1.545
2.19,G8/K0III    ,7.97,1.036
3.35,B9Vn        ,8.1,0.049
3.33,A1V         ,8.07,0.099
0.96,B8V         ,8.52,0.173
10.52,G0V         ,7.79,0.584
3.24,B8V         ,7.47,-0.025
1.01,M5III       ,7.47,1.649
1.95,G5III       ,8.6,1.007
-0.89,C+          ,9.72,1.25
2.86,A1III/IV    ,6.97,0.085
25.99,K3:V:       ,9.95,0.963
5.18,K2III + F/G ,8.26,1.135
10.75,F8V         ,8.36,0.573
7.33,K3III       ,6.04,1.341
15.37,K0V         ,9.22,0.774
5.96,G0V         ,9.56,0.557
6.89,K2III       ,6.99,1.199
6.95,A8/A9III/IV ,8.02,0.3
3.03,K1/K2III    ,8.52,1.093
2.85,A0/A1V      ,8.21,0.045
2.71,A5IV        ,9.16,0.251
3.69,K2III       ,7.72,1.234
20.43,K3V:        ,9.97,0.967
5.54,F2IV/V      ,8.88,0.433
3.08,K2/K3III    ,8.29,1.463
5.02,G8III/IV    ,7.58,0.951
4.3,B4V         ,6.41,0.019
1.16,B9.5V       ,8.89,-0.01
16.62,            ,9.88,0.788
12.6,A2III       ,4.72,0.042
6.2,G8Ib/II     ,5.55,1.154
19.73,F8V         ,7.94,0.569
10.45,            ,10.51,0.852
3.76,K0III       ,8.59,1.079
3.79,K0III/IV    ,9.03,1.104
4.82,K0III       ,8.09,1.09
6.42,F5IV        ,8.38,0.478
3.27,K0IV        ,8.3,1.152
3.91,G6V         ,9.17,0.96
17.7,G6V         ,8.94,0.699
4.57,A1V         ,8.45,0.061
2.52,M3III       ,8.33,1.563
1.78,K5          ,9.23,1.438
16,K2/K3IV     ,9.77,1.041
-0.13,K2/K3III    ,8.78,1.492
4.8,F3IV/V      ,8.8,0.359
9.47,Fwp         ,9.01,0.366
2.82,G5III/IV    ,9.06,0.864
10.47,A7IV        ,7.01,0.273
-0.63,K5          ,10.52,1.25
3.51,B8V         ,6.91,-0.03
5.2,B9IV/V      ,6.8,-0.037
11.46,G6V         ,9.76,0.664
1.58,B9V         ,8.25,0.123
10.76,F2IV        ,7.61,0.34
2.8,K0III       ,8.31,1.046
2.15,K3/K4III    ,8.12,1.639
6.26,K3IIICN...  ,7.76,1.257
7.95,K0II        ,8.91,1.014
0.9,F3/5 +(A)   ,10.07,0.349
4.63,A1m...      ,8.03,0.234
1.72,K4III       ,6.52,1.592
6.21,B8III/IV    ,5.51,-0.125
3.87,K0III       ,8.04,1.037
6.78,A0V         ,6.52,0.024
3.28,G8/K0III    ,7.88,1.047
2.92,K3III       ,7.68,1.252
4.59,A1IV        ,8.41,0.207
10.79,K1III       ,7.99,1.05
9.83,F8IV/V      ,8.51,0.504
19.92,G5V         ,7.78,0.665
8.98,A0V         ,6.71,0.02
1.26,K4/K5III    ,8.23,1.613
5.58,F8V         ,9.26,0.534
5.52,G6V         ,9.34,0.739
3.42,M4III       ,6.91,1.801
6.26,A0/A1IV/V   ,7.38,0.045
8.79,G0V         ,9.42,0.524
-1.04,B9.5III     ,8.94,0.146
3.5,K0III       ,9.1,1.03
4.94,K1IVCN...   ,8.26,1.122
18.42,F8V         ,7.59,0.539
4.24,F5          ,9.6,0.416
2.55,M2III       ,7.42,1.527
1.29,G5w...      ,8.56,0.799
3.65,F5II        ,8.75,0.463
2.17,A1V         ,8.59,0.29
2.69,G3III       ,8.28,0.814
2.73,B9V         ,8.36,0.015
0.53,M2III       ,8.4,1.723
2.81,Fm...       ,7.87,0.516
10.73,G2IV/V      ,9.39,0.645
2.66,G8III       ,8.02,0.931
1.1,B5III       ,8,0.015
2.54,A4V         ,7.78,0.198
2.62,G5          ,10.37,0.84
1.62,K7          ,8.91,1.7
3.22,G8III       ,8.76,0.95
6.14,K2III       ,6.09,1.265
9.54,F5/F6V      ,8.8,0.457
3.83,A0V         ,8.15,0.064
2.49,M2III       ,6.59,1.682
9.37,G5          ,9.71,0.647
5.16,G5III       ,8.4,0.971
3.43,F3V         ,8.1,0.53
5.1,            ,9.49,0.355
6.82,F2IIIm...   ,8.45,0.641
3.06,K2III       ,7.69,1.178
3.51,K2III       ,9.21,1.328
17.67,F3/F5V      ,6.33,0.413
